event_id,user_id,event_type,event_date,product_id,amount,traffic_source
1687,1380,purchase,2026-01-12 17:26:41.503227 UTC,101,122.06,email
3641,2424,page_view,2026-01-13 05:17:37.649786 UTC,101,,email
3642,2424,add_to_cart,2026-01-13 05:25:37.649786 UTC,101,,email
7763,4644,page_view,2026-01-13 14:07:54.843847 UTC,101,,email
7764,4644,add_to_cart,2026-01-13 14:16:54.843847 UTC,101,,email
7765,4644,checkout_start,2026-01-13 14:21:54.843847 UTC,101,,email
7766,4644,payment_info,2026-01-13 14:24:54.843847 UTC,101,,email
7767,4644,purchase,2026-01-13 14:25:54.843847 UTC,101,39.08,email
1970,1518,page_view,2026-01-14 19:57:22.931560 UTC,101,,email
1971,1518,add_to_cart,2026-01-14 20:13:22.931560 UTC,101,,email
1972,1518,checkout_start,2026-01-14 20:14:22.931560 UTC,101,,email
1973,1518,payment_info,2026-01-14 20:21:22.931560 UTC,101,,email
1974,1518,purchase,2026-01-14 20:22:22.931560 UTC,101,59.27,email
2884,2021,page_view,2026-01-14 21:07:54.353918 UTC,101,,email
2885,2021,add_to_cart,2026-01-14 21:25:54.353918 UTC,101,,email
2886,2021,checkout_start,2026-01-14 21:29:54.353918 UTC,101,,email
2887,2021,payment_info,2026-01-14 21:35:54.353918 UTC,101,,email
2888,2021,purchase,2026-01-14 21:40:54.353918 UTC,101,153.76,email
4975,3135,page_view,2026-01-14 23:40:14.396980 UTC,101,,email
5915,3645,page_view,2026-01-15 02:47:42.570231 UTC,101,,email
5916,3645,add_to_cart,2026-01-15 02:49:42.570231 UTC,101,,email
10329,5972,page_view,2026-01-15 11:16:47.589404 UTC,101,,email
10330,5972,add_to_cart,2026-01-15 11:18:47.589404 UTC,101,,email
5245,3285,page_view,2026-01-15 20:01:39.851294 UTC,101,,email
5386,3367,page_view,2026-01-15 22:43:18.992897 UTC,101,,email
5387,3367,add_to_cart,2026-01-15 22:46:18.992897 UTC,101,,email
5388,3367,checkout_start,2026-01-15 22:52:18.992897 UTC,101,,email
5389,3367,payment_info,2026-01-15 22:59:18.992897 UTC,101,,email
5390,3367,purchase,2026-01-15 23:03:18.992897 UTC,101,75.17,email
7762,4643,page_view,2026-01-16 05:09:32.771444 UTC,101,,email
2156,1629,page_view,2026-01-16 15:05:48.085114 UTC,101,,email
2157,1629,add_to_cart,2026-01-16 15:11:48.085114 UTC,101,,email
1282,1169,page_view,2026-01-17 11:46:35.053894 UTC,101,,email
1283,1169,add_to_cart,2026-01-17 12:04:35.053894 UTC,101,,email
1284,1169,checkout_start,2026-01-17 12:11:35.053894 UTC,101,,email
1285,1169,payment_info,2026-01-17 12:18:35.053894 UTC,101,,email
1286,1169,purchase,2026-01-17 12:19:35.053894 UTC,101,105.15,email
6255,3844,page_view,2026-01-18 10:18:36.884503 UTC,101,,email
6256,3844,add_to_cart,2026-01-18 10:31:36.884503 UTC,101,,email
5293,3314,page_view,2026-01-19 01:44:38.863360 UTC,101,,email
5294,3314,add_to_cart,2026-01-19 01:56:38.863360 UTC,101,,email
3489,2349,page_view,2026-01-19 18:10:20.704638 UTC,101,,email
1460,1260,page_view,2026-01-20 08:21:07.255452 UTC,101,,email
1461,1260,add_to_cart,2026-01-20 08:30:07.255452 UTC,101,,email
5640,3509,page_view,2026-01-20 10:05:20.200633 UTC,101,,email
5641,3509,add_to_cart,2026-01-20 10:17:20.200633 UTC,101,,email
5642,3509,checkout_start,2026-01-20 10:27:20.200633 UTC,101,,email
5643,3509,payment_info,2026-01-20 10:34:20.200633 UTC,101,,email
5644,3509,purchase,2026-01-20 10:39:20.200633 UTC,101,29.93,email
9518,5558,page_view,2026-01-20 14:45:56.628013 UTC,101,,email
9519,5558,add_to_cart,2026-01-20 15:05:56.628013 UTC,101,,email
4950,3120,page_view,2026-01-20 17:19:57.073598 UTC,101,,email
4951,3120,add_to_cart,2026-01-20 17:24:57.073598 UTC,101,,email
9538,5567,page_view,2026-01-20 21:12:38.830960 UTC,101,,email
9539,5567,add_to_cart,2026-01-20 21:31:38.830960 UTC,101,,email
9540,5567,checkout_start,2026-01-20 21:36:38.830960 UTC,101,,email
9541,5567,payment_info,2026-01-20 21:40:38.830960 UTC,101,,email
9542,5567,purchase,2026-01-20 21:44:38.830960 UTC,101,32.17,email
3025,2099,page_view,2026-01-22 02:06:48.327470 UTC,101,,email
3026,2099,add_to_cart,2026-01-22 02:18:48.327470 UTC,101,,email
3027,2099,checkout_start,2026-01-22 02:22:48.327470 UTC,101,,email
3028,2099,payment_info,2026-01-22 02:24:48.327470 UTC,101,,email
3029,2099,purchase,2026-01-22 02:29:48.327470 UTC,101,81.86,email
4122,2679,page_view,2026-01-22 12:18:18.709511 UTC,101,,email
4123,2679,add_to_cart,2026-01-22 12:36:18.709511 UTC,101,,email
4124,2679,checkout_start,2026-01-22 12:43:18.709511 UTC,101,,email
4125,2679,payment_info,2026-01-22 12:48:18.709511 UTC,101,,email
4126,2679,purchase,2026-01-22 12:52:18.709511 UTC,101,142.12,email
10070,5835,page_view,2026-01-23 09:58:24.252789 UTC,101,,email
2920,2042,page_view,2026-01-23 23:42:53.811534 UTC,101,,email
2921,2042,add_to_cart,2026-01-23 23:54:53.811534 UTC,101,,email
2922,2042,checkout_start,2026-01-23 23:56:53.811534 UTC,101,,email
2923,2042,payment_info,2026-01-24 00:00:53.811534 UTC,101,,email
2924,2042,purchase,2026-01-24 00:01:53.811534 UTC,101,168.36,email
1141,1083,page_view,2026-01-24 12:42:48.459731 UTC,101,,email
1562,1316,page_view,2026-01-24 23:49:17.022244 UTC,101,,email
4514,2884,page_view,2026-01-25 02:50:17.080992 UTC,101,,email
4515,2884,add_to_cart,2026-01-25 03:00:17.080992 UTC,101,,email
4516,2884,checkout_start,2026-01-25 03:04:17.080992 UTC,101,,email
4517,2884,payment_info,2026-01-25 03:06:17.080992 UTC,101,,email
4518,2884,purchase,2026-01-25 03:07:17.080992 UTC,101,82.92,email
5513,3439,page_view,2026-01-25 14:49:50.958292 UTC,101,,email
5514,3439,add_to_cart,2026-01-25 15:00:50.958292 UTC,101,,email
5515,3439,checkout_start,2026-01-25 15:02:50.958292 UTC,101,,email
5516,3439,payment_info,2026-01-25 15:07:50.958292 UTC,101,,email
5517,3439,purchase,2026-01-25 15:08:50.958292 UTC,101,23.02,email
9674,5639,page_view,2026-01-26 06:38:21.899108 UTC,101,,email
4997,3147,page_view,2026-01-27 04:10:35.750896 UTC,101,,email
10142,5872,page_view,2026-01-27 04:48:20.548958 UTC,101,,email
2153,1627,page_view,2026-01-27 05:42:11.961939 UTC,101,,email
2154,1627,add_to_cart,2026-01-27 05:55:11.961939 UTC,101,,email
1819,1444,page_view,2026-01-27 14:05:22.336449 UTC,101,,email
1820,1444,add_to_cart,2026-01-27 14:13:22.336449 UTC,101,,email
6457,3960,page_view,2026-01-27 15:02:14.410177 UTC,101,,email
8444,4997,page_view,2026-01-27 15:02:53.859659 UTC,101,,email
8445,4997,add_to_cart,2026-01-27 15:04:53.859659 UTC,101,,email
6458,3960,add_to_cart,2026-01-27 15:05:14.410177 UTC,101,,email
4229,2737,page_view,2026-01-27 18:10:48.898682 UTC,101,,email
4230,2737,add_to_cart,2026-01-27 18:29:48.898682 UTC,101,,email
1130,1078,page_view,2026-01-27 22:45:30.799280 UTC,101,,email
1131,1078,add_to_cart,2026-01-27 23:00:30.799280 UTC,101,,email
1132,1078,checkout_start,2026-01-27 23:01:30.799280 UTC,101,,email
1133,1078,payment_info,2026-01-27 23:06:30.799280 UTC,101,,email
1134,1078,purchase,2026-01-27 23:08:30.799280 UTC,101,153.65,email
6264,3852,page_view,2026-01-28 18:22:21.993984 UTC,101,,email
6265,3852,add_to_cart,2026-01-28 18:26:21.993984 UTC,101,,email
9961,5781,page_view,2026-01-29 17:43:59.065774 UTC,101,,email
9962,5781,add_to_cart,2026-01-29 18:01:59.065774 UTC,101,,email
9963,5781,checkout_start,2026-01-29 18:04:59.065774 UTC,101,,email
9964,5781,payment_info,2026-01-29 18:11:59.065774 UTC,101,,email
9965,5781,purchase,2026-01-29 18:13:59.065774 UTC,101,113.52,email
4288,2766,page_view,2026-01-29 19:08:33.974622 UTC,101,,email
4525,2891,page_view,2026-01-30 02:18:14.445839 UTC,101,,email
4526,2891,add_to_cart,2026-01-30 02:33:14.445839 UTC,101,,email
4527,2891,checkout_start,2026-01-30 02:41:14.445839 UTC,101,,email
4528,2891,payment_info,2026-01-30 02:43:14.445839 UTC,101,,email
4529,2891,purchase,2026-01-30 02:48:14.445839 UTC,101,186.32,email
2962,2065,page_view,2026-01-30 13:03:14.525279 UTC,101,,email
2963,2065,add_to_cart,2026-01-30 13:08:14.525279 UTC,101,,email
7312,4414,page_view,2026-01-31 06:10:49.637829 UTC,101,,email
7313,4414,add_to_cart,2026-01-31 06:12:49.637829 UTC,101,,email
8955,5258,page_view,2026-01-31 08:14:17.066850 UTC,101,,email
8956,5258,add_to_cart,2026-01-31 08:21:17.066850 UTC,101,,email
7586,4552,page_view,2026-01-31 09:00:29.098245 UTC,101,,email
7587,4552,add_to_cart,2026-01-31 09:04:29.098245 UTC,101,,email
7588,4552,checkout_start,2026-01-31 09:09:29.098245 UTC,101,,email
7589,4552,payment_info,2026-01-31 09:16:29.098245 UTC,101,,email
7590,4552,purchase,2026-01-31 09:18:29.098245 UTC,101,189.11,email
6904,4210,page_view,2026-01-31 15:56:44.383219 UTC,101,,email
7564,4539,page_view,2026-02-01 10:21:03.105595 UTC,101,,email
7565,4539,add_to_cart,2026-02-01 10:41:03.105595 UTC,101,,email
7566,4539,checkout_start,2026-02-01 10:45:03.105595 UTC,101,,email
7567,4539,payment_info,2026-02-01 10:53:03.105595 UTC,101,,email
7568,4539,purchase,2026-02-01 10:54:03.105595 UTC,101,157.99,email
2985,2078,page_view,2026-02-01 21:33:35.843547 UTC,101,,email
4351,2799,page_view,2026-02-02 02:03:08.426476 UTC,101,,email
4352,2799,add_to_cart,2026-02-02 02:17:08.426476 UTC,101,,email
4353,2799,checkout_start,2026-02-02 02:18:08.426476 UTC,101,,email
2442,1793,page_view,2026-02-02 04:43:16.051926 UTC,101,,email
8525,5043,page_view,2026-02-02 11:17:55.285056 UTC,101,,email
7525,4518,page_view,2026-02-02 20:43:45.919244 UTC,101,,email
3486,2346,page_view,2026-02-02 23:05:17.997765 UTC,101,,email
10053,5825,page_view,2025-12-30 15:45:02.800329 UTC,102,,email
10054,5825,add_to_cart,2025-12-30 16:04:02.800329 UTC,102,,email
3840,2537,page_view,2025-12-30 19:24:18.783649 UTC,102,,email
3841,2537,add_to_cart,2025-12-30 19:36:18.783649 UTC,102,,email
3842,2537,checkout_start,2025-12-30 19:43:18.783649 UTC,102,,email
3843,2537,payment_info,2025-12-30 19:45:18.783649 UTC,102,,email
3844,2537,purchase,2025-12-30 19:46:18.783649 UTC,102,128.29,email
3955,2591,page_view,2025-12-30 23:54:40.562640 UTC,102,,email
3956,2591,add_to_cart,2025-12-31 00:04:40.562640 UTC,102,,email
3957,2591,checkout_start,2025-12-31 00:11:40.562640 UTC,102,,email
3958,2591,payment_info,2025-12-31 00:19:40.562640 UTC,102,,email
3959,2591,purchase,2025-12-31 00:23:40.562640 UTC,102,117.22,email
3470,2338,page_view,2025-12-31 10:37:20.794843 UTC,102,,email
1682,1379,page_view,2025-12-31 12:42:46.537441 UTC,102,,email
9931,5768,page_view,2026-01-01 02:01:07.705346 UTC,102,,email
9932,5768,add_to_cart,2026-01-01 02:09:07.705346 UTC,102,,email
4874,3078,page_view,2026-01-01 07:48:35.942755 UTC,102,,email
4875,3078,add_to_cart,2026-01-01 07:50:35.942755 UTC,102,,email
5991,3699,page_view,2026-01-01 10:32:18.003403 UTC,102,,email
10367,5996,page_view,2026-01-03 04:36:24.585107 UTC,102,,email
9510,5551,page_view,2026-01-03 04:51:28.622039 UTC,102,,email
10368,5996,add_to_cart,2026-01-03 04:55:24.585107 UTC,102,,email
9511,5551,add_to_cart,2026-01-03 04:56:28.622039 UTC,102,,email
10369,5996,checkout_start,2026-01-03 05:05:24.585107 UTC,102,,email
10370,5996,payment_info,2026-01-03 05:10:24.585107 UTC,102,,email
10371,5996,purchase,2026-01-03 05:11:24.585107 UTC,102,23.85,email
3523,2370,page_view,2026-01-03 05:21:32.129183 UTC,102,,email
3524,2370,add_to_cart,2026-01-03 05:31:32.129183 UTC,102,,email
3525,2370,checkout_start,2026-01-03 05:38:32.129183 UTC,102,,email
3526,2370,payment_info,2026-01-03 05:44:32.129183 UTC,102,,email
3527,2370,purchase,2026-01-03 05:48:32.129183 UTC,102,192.93,email
2957,2063,page_view,2026-01-03 14:52:56.269901 UTC,102,,email
2958,2063,add_to_cart,2026-01-03 15:04:56.269901 UTC,102,,email
8085,4808,page_view,2026-01-03 18:27:31.025603 UTC,102,,email
8086,4808,add_to_cart,2026-01-03 18:37:31.025603 UTC,102,,email
8087,4808,checkout_start,2026-01-03 18:40:31.025603 UTC,102,,email
8088,4808,payment_info,2026-01-03 18:44:31.025603 UTC,102,,email
8089,4808,purchase,2026-01-03 18:49:31.025603 UTC,102,193.36,email
9076,5324,page_view,2026-01-04 00:29:25.371236 UTC,102,,email
9077,5324,add_to_cart,2026-01-04 00:45:25.371236 UTC,102,,email
9078,5324,checkout_start,2026-01-04 00:50:25.371236 UTC,102,,email
8615,5081,page_view,2026-01-04 21:53:52.202791 UTC,102,,email
8616,5081,add_to_cart,2026-01-04 21:58:52.202791 UTC,102,,email
8617,5081,checkout_start,2026-01-04 22:06:52.202791 UTC,102,,email
8618,5081,payment_info,2026-01-04 22:12:52.202791 UTC,102,,email
8619,5081,purchase,2026-01-04 22:14:52.202791 UTC,102,52.61,email
7819,4671,page_view,2026-01-05 10:01:09.391807 UTC,102,,email
7820,4671,add_to_cart,2026-01-05 10:12:09.391807 UTC,102,,email
7440,4477,page_view,2026-01-05 21:28:20.192092 UTC,102,,email
9057,5314,page_view,2026-01-06 09:27:31.279494 UTC,102,,email
9058,5314,add_to_cart,2026-01-06 09:42:31.279494 UTC,102,,email
9993,5793,page_view,2026-01-06 09:45:12.228820 UTC,102,,email
9059,5314,checkout_start,2026-01-06 09:48:31.279494 UTC,102,,email
9060,5314,payment_info,2026-01-06 09:51:31.279494 UTC,102,,email
9061,5314,purchase,2026-01-06 09:53:31.279494 UTC,102,149.46,email
2384,1764,page_view,2026-01-07 02:38:44.672489 UTC,102,,email
5956,3676,page_view,2026-01-08 15:16:19.593525 UTC,102,,email
5957,3676,add_to_cart,2026-01-08 15:24:19.593525 UTC,102,,email
5958,3676,checkout_start,2026-01-08 15:29:19.593525 UTC,102,,email
6865,4192,page_view,2026-01-08 16:55:18.645855 UTC,102,,email
9570,5582,page_view,2026-01-08 18:29:12.672946 UTC,102,,email
9571,5582,add_to_cart,2026-01-08 18:33:12.672946 UTC,102,,email
9572,5582,checkout_start,2026-01-08 18:43:12.672946 UTC,102,,email
6384,3918,page_view,2026-01-09 02:27:44.409944 UTC,102,,email
6385,3918,add_to_cart,2026-01-09 02:46:44.409944 UTC,102,,email
4675,2967,page_view,2026-01-09 05:30:47.220218 UTC,102,,email
4676,2967,add_to_cart,2026-01-09 05:40:47.220218 UTC,102,,email
4677,2967,checkout_start,2026-01-09 05:46:47.220218 UTC,102,,email
4678,2967,payment_info,2026-01-09 05:53:47.220218 UTC,102,,email
4679,2967,purchase,2026-01-09 05:57:47.220218 UTC,102,110.9,email
2702,1932,page_view,2026-01-09 14:29:27.290849 UTC,102,,email
2703,1932,add_to_cart,2026-01-09 14:33:27.290849 UTC,102,,email
2704,1932,checkout_start,2026-01-09 14:43:27.290849 UTC,102,,email
2705,1932,payment_info,2026-01-09 14:47:27.290849 UTC,102,,email
2706,1932,purchase,2026-01-09 14:50:27.290849 UTC,102,161.51,email
3404,2302,page_view,2026-01-09 18:08:04.732976 UTC,102,,email
3405,2302,add_to_cart,2026-01-09 18:13:04.732976 UTC,102,,email
7983,4748,page_view,2026-01-10 14:36:06.266550 UTC,102,,email
7984,4748,add_to_cart,2026-01-10 14:46:06.266550 UTC,102,,email
7985,4748,checkout_start,2026-01-10 14:52:06.266550 UTC,102,,email
7986,4748,payment_info,2026-01-10 14:57:06.266550 UTC,102,,email
7987,4748,purchase,2026-01-10 15:00:06.266550 UTC,102,60.89,email
3622,2418,page_view,2026-01-10 18:44:45.705587 UTC,102,,email
3623,2418,add_to_cart,2026-01-10 19:02:45.705587 UTC,102,,email
10077,5838,page_view,2026-01-10 19:47:37.309957 UTC,102,,email
10078,5838,add_to_cart,2026-01-10 19:56:37.309957 UTC,102,,email
9520,5559,page_view,2026-01-11 02:21:52.484679 UTC,102,,email
9521,5559,add_to_cart,2026-01-11 02:25:52.484679 UTC,102,,email
9522,5559,checkout_start,2026-01-11 02:32:52.484679 UTC,102,,email
9523,5559,payment_info,2026-01-11 02:35:52.484679 UTC,102,,email
9524,5559,purchase,2026-01-11 02:40:52.484679 UTC,102,82.29,email
1632,1352,page_view,2026-01-11 05:05:07.459534 UTC,102,,email
2235,1682,page_view,2026-01-11 05:45:34.191566 UTC,102,,email
2236,1682,add_to_cart,2026-01-11 06:01:34.191566 UTC,102,,email
7904,4705,page_view,2026-01-11 13:35:53.508744 UTC,102,,email
2488,1820,page_view,2026-01-13 04:08:24.112296 UTC,102,,email
2489,1820,add_to_cart,2026-01-13 04:23:24.112296 UTC,102,,email
2490,1820,checkout_start,2026-01-13 04:30:24.112296 UTC,102,,email
2491,1820,payment_info,2026-01-13 04:35:24.112296 UTC,102,,email
2492,1820,purchase,2026-01-13 04:36:24.112296 UTC,102,91.45,email
7631,4579,page_view,2026-01-13 17:25:54.232785 UTC,102,,email
7632,4579,add_to_cart,2026-01-13 17:31:54.232785 UTC,102,,email
2671,1917,page_view,2026-01-13 21:19:54.958269 UTC,102,,email
2672,1917,add_to_cart,2026-01-13 21:24:54.958269 UTC,102,,email
2673,1917,checkout_start,2026-01-13 21:29:54.958269 UTC,102,,email
5623,3500,page_view,2026-01-14 05:11:12.294571 UTC,102,,email
5624,3500,add_to_cart,2026-01-14 05:31:12.294571 UTC,102,,email
5625,3500,checkout_start,2026-01-14 05:34:12.294571 UTC,102,,email
5626,3500,payment_info,2026-01-14 05:40:12.294571 UTC,102,,email
5627,3500,purchase,2026-01-14 05:42:12.294571 UTC,102,100.86,email
2270,1701,page_view,2026-01-14 08:44:30.852930 UTC,102,,email
2271,1701,add_to_cart,2026-01-14 08:50:30.852930 UTC,102,,email
2272,1701,checkout_start,2026-01-14 08:57:30.852930 UTC,102,,email
2273,1701,payment_info,2026-01-14 09:01:30.852930 UTC,102,,email
2274,1701,purchase,2026-01-14 09:03:30.852930 UTC,102,154.92,email
8402,4974,page_view,2026-01-15 03:50:06.739035 UTC,102,,email
8403,4974,add_to_cart,2026-01-15 04:05:06.739035 UTC,102,,email
8404,4974,checkout_start,2026-01-15 04:10:06.739035 UTC,102,,email
8405,4974,payment_info,2026-01-15 04:17:06.739035 UTC,102,,email
8406,4974,purchase,2026-01-15 04:21:06.739035 UTC,102,50.0,email
2843,1992,page_view,2026-01-15 15:41:12.879936 UTC,102,,email
2844,1992,add_to_cart,2026-01-15 15:48:12.879936 UTC,102,,email
2845,1992,checkout_start,2026-01-15 15:55:12.879936 UTC,102,,email
7657,4592,page_view,2026-01-16 02:57:43.030193 UTC,102,,email
7658,4592,add_to_cart,2026-01-16 03:09:43.030193 UTC,102,,email
6508,3990,page_view,2026-01-16 03:10:18.620047 UTC,102,,email
6509,3990,add_to_cart,2026-01-16 03:13:18.620047 UTC,102,,email
7659,4592,checkout_start,2026-01-16 03:13:43.030193 UTC,102,,email
7660,4592,payment_info,2026-01-16 03:18:43.030193 UTC,102,,email
6510,3990,checkout_start,2026-01-16 03:20:18.620047 UTC,102,,email
6511,3990,payment_info,2026-01-16 03:22:18.620047 UTC,102,,email
7661,4592,purchase,2026-01-16 03:23:43.030193 UTC,102,184.08,email
6512,3990,purchase,2026-01-16 03:26:18.620047 UTC,102,124.9,email
5269,3299,page_view,2026-01-16 20:31:39.176222 UTC,102,,email
2661,1911,page_view,2026-01-17 09:36:51.906566 UTC,102,,email
9580,5585,page_view,2026-01-17 13:53:37.975686 UTC,102,,email
9230,5412,page_view,2026-01-17 20:48:37.779200 UTC,102,,email
6294,3874,page_view,2026-01-18 12:12:47.372445 UTC,102,,email
6295,3874,add_to_cart,2026-01-18 12:24:47.372445 UTC,102,,email
6296,3874,checkout_start,2026-01-18 12:31:47.372445 UTC,102,,email
6297,3874,payment_info,2026-01-18 12:34:47.372445 UTC,102,,email
6298,3874,purchase,2026-01-18 12:36:47.372445 UTC,102,22.32,email
9199,5391,page_view,2026-01-18 14:17:15.885966 UTC,102,,email
9200,5391,add_to_cart,2026-01-18 14:30:15.885966 UTC,102,,email
9201,5391,checkout_start,2026-01-18 14:40:15.885966 UTC,102,,email
9202,5391,payment_info,2026-01-18 14:44:15.885966 UTC,102,,email
9203,5391,purchase,2026-01-18 14:45:15.885966 UTC,102,131.13,email
6391,3924,page_view,2026-01-18 16:05:53.275704 UTC,102,,email
6392,3924,add_to_cart,2026-01-18 16:08:53.275704 UTC,102,,email
6393,3924,checkout_start,2026-01-18 16:16:53.275704 UTC,102,,email
6394,3924,payment_info,2026-01-18 16:20:53.275704 UTC,102,,email
6395,3924,purchase,2026-01-18 16:23:53.275704 UTC,102,181.68,email
6281,3864,page_view,2026-01-18 19:10:35.618439 UTC,102,,email
6282,3864,add_to_cart,2026-01-18 19:17:35.618439 UTC,102,,email
3494,2354,page_view,2026-01-19 05:43:39.863898 UTC,102,,email
3495,2354,add_to_cart,2026-01-19 05:51:39.863898 UTC,102,,email
3169,2178,page_view,2026-01-19 12:26:36.551340 UTC,102,,email
9645,5623,page_view,2026-01-19 14:34:51.260109 UTC,102,,email
9646,5623,add_to_cart,2026-01-19 14:41:51.260109 UTC,102,,email
9647,5623,checkout_start,2026-01-19 14:44:51.260109 UTC,102,,email
